filename,class,class_id,name_vi,name_en,width,height,md5,size_bytes
"Chùa Một Cột - Thông tin cần biết, Khách Sạn, Giá vé, giờ mở cửa.jpg",chua_mot_cot,1,Chùa Một Cột,One Pillar Pagoda,224,224,803ac11ae4beb735ec7fe0e6d0e5a77a,37687
Chùa Một Cột - _Kiệt tác_ kiến trúc đầy ấn tượng ở Hà Nội.jpg,chua_mot_cot,1,Chùa Một Cột,One Pillar Pagoda,224,224,c07731032bf547ce3e38c0b75a7a2fcf,38866
Chùa Một Cột - biểu tượng văn hóa của Thủ đô Hà Nội-001.jpg,chua_mot_cot,1,Chùa Một Cột,One Pillar Pagoda,224,224,a3b06c47d546e66438c55151b84f4114,33078
Chùa Một Cột - biểu tượng văn hóa của Thủ đô Hà Nội.jpg,chua_mot_cot,1,Chùa Một Cột,One Pillar Pagoda,224,224,91160169327efe10b1dcacd236af788d,40215
Chùa Một Cột - bông sen nhỏ trong lòng Hà Nội.jpg,chua_mot_cot,1,Chùa Một Cột,One Pillar Pagoda,224,224,6168048b1c071614e3c71dc5a40881f6,35396
Chùa Một Cột Hà Nội - Du lịch Hà Nội.jpg,chua_mot_cot,1,Chùa Một Cột,One Pillar Pagoda,224,224,6c6643e900ad801f60138f35ec31eecc,31960
Chùa Một Cột Hà Nội - Kiến trúc độc đáo nằm giữa lòng thủ đô - iVIVU.com-001.jpg,chua_mot_cot,1,Chùa Một Cột,One Pillar Pagoda,224,224,22d6dd749aa9811ac3d7a6c05cfcdf29,29006
Chùa Một Cột Hà Nội - Kiến trúc độc đáo nằm giữa lòng thủ đô - iVIVU.com.jpg,chua_mot_cot,1,Chùa Một Cột,One Pillar Pagoda,224,224,966f6b53981273140a17bff7663345cd,42710
Chùa Một Cột Hà Nội có gì đặc biệt_ Khám phá từ A-Z-001.jpg,chua_mot_cot,1,Chùa Một Cột,One Pillar Pagoda,224,224,5065498987638cfe2e82d12252f8cb6e,37679
Chùa Một Cột Hà Nội có gì đặc biệt_ Khám phá từ A-Z.jpg,chua_mot_cot,1,Chùa Một Cột,One Pillar Pagoda,224,224,4e51f1938d4f6e52609d04f990b2aedd,33802
"Chùa Một Cột Hà Nội, Việt Nam-001.jpg",chua_mot_cot,1,Chùa Một Cột,One Pillar Pagoda,224,224,f4c1d8669815e158e9001e18a55d0b9e,38352
"Chùa Một Cột Hà Nội, Việt Nam.jpg",chua_mot_cot,1,Chùa Một Cột,One Pillar Pagoda,224,224,caa2bd24698672da556cfda1cbb4ca9c,38232
Chùa Một Cột Thủ Đức_ công trình kiến trúc Phật giáo độc đáo – VinWonders.jpg,chua_mot_cot,1,Chùa Một Cột,One Pillar Pagoda,224,224,f450882a89f4517dc49557af59556031,34739
Chùa Một Cột biểu tượng nghìn năm văn hiến giữa Thủ đô.jpg,chua_mot_cot,1,Chùa Một Cột,One Pillar Pagoda,224,224,75fade2a1990c59072816777985636c6,37544
Chùa Một Cột tại Hà Nội _ VnGuide.jpg,chua_mot_cot,1,Chùa Một Cột,One Pillar Pagoda,224,224,6159796c5e228d6675f383703719cf28,34613
Chùa Một Cột được trao kỷ lục châu Á.jpg,chua_mot_cot,1,Chùa Một Cột,One Pillar Pagoda,224,224,a35864fc298d13789383b35d297316a6,40180
Chùa Một Cột – Nét kiến trúc tuyệt vời tại Thủ đô Hà Nội (2022) - Mytour.jpg,chua_mot_cot,1,Chùa Một Cột,One Pillar Pagoda,224,224,6453a2d750fe477489b309057ff9cf08,35665
Chùa Một Cột – Wikipedia tiếng Việt.jpg,chua_mot_cot,1,Chùa Một Cột,One Pillar Pagoda,224,224,e765e8bc7f4c4aef8b39c9e8ff42cfc9,43926
Chùa Một Cột – dấu ấn văn hóa Phật giáo độc đáo đất Thăng Long _ Phật giáo  Việt Nam.jpg,chua_mot_cot,1,Chùa Một Cột,One Pillar Pagoda,224,224,0aa007bdb47bd606c904e6e0c53bfca2,39049
"Chùa Một Cột – điểm đến văn hóa, tâm linh nổi tiếng bậc nhất Thủ đô –  VinWonders-001.jpg",chua_mot_cot,1,Chùa Một Cột,One Pillar Pagoda,224,224,9d86a943b8e18052c0f6bdbb612f3f1f,33949
"Chùa Một Cột – điểm đến văn hóa, tâm linh nổi tiếng bậc nhất Thủ đô –  VinWonders.jpg",chua_mot_cot,1,Chùa Một Cột,One Pillar Pagoda,224,224,f51bdcb52aaa1b8fb0b4221943755d8a,41466
"Chùa Một Cột, Hà Nội _ Justfly.vn.jpg",chua_mot_cot,1,Chùa Một Cột,One Pillar Pagoda,224,224,90c5ab8f6a299eb9666467922456e01c,40163
Chùa Một Cột-Kiến trúc có một không hai của Việt Nam.jpg,chua_mot_cot,1,Chùa Một Cột,One Pillar Pagoda,224,224,50a80c12190379156d64c95f60a65a60,34731
Chùa Một Cột_ Biểu Tượng Kiến Trúc Độc Đáo Của Hà Nội.jpg,chua_mot_cot,1,Chùa Một Cột,One Pillar Pagoda,224,224,b7f6b428c69fa4913748f51460532f3b,35919
Chùa Một Cột_ Biểu tượng kiến trúc độc đáo của thủ đô Hà Nội - MOTOGO-002.jpg,chua_mot_cot,1,Chùa Một Cột,One Pillar Pagoda,224,224,1109e88fb200da6fa3ce545b06b40239,41197
Chùa Một Cột_ Biểu tượng kiến trúc độc đáo của thủ đô Hà Nội - MOTOGO.jpg,chua_mot_cot,1,Chùa Một Cột,One Pillar Pagoda,224,224,5245988194b35f6c64f4bbd155b6e3f1,31346
Chùa Một Cột_ Nét chấm phá tinh hoa kiến trúc giữa lòng Hà Nội.jpg,chua_mot_cot,1,Chùa Một Cột,One Pillar Pagoda,224,224,c9b0fa1ce86520e28ef7ca0b31fcfaaa,39390
Chùa Một Cột_ Ngôi chùa có kiến trúc độc đáo nhất tại Châu Á - Hội Di sản  Văn hóa Việt Nam.jpg,chua_mot_cot,1,Chùa Một Cột,One Pillar Pagoda,224,224,53dc6da0caf70114b0d22129ce2069e0,39039
Chùa Một Cột_ Ngôi chùa có kiến trúc độc đáo nhất tại Châu Á-001.jpg,chua_mot_cot,1,Chùa Một Cột,One Pillar Pagoda,224,224,146c824d486cc4577e733066f3b4f29b,24032
Chùa Một Cột_ Ngôi chùa có kiến trúc độc đáo nhất tại Châu Á.jpg,chua_mot_cot,1,Chùa Một Cột,One Pillar Pagoda,224,224,ba07ca0fd80964666cc490abcc7687c5,35988
Chùa Một Cột_ Tuyệt Tác Kiến Trúc Độc Đáo Giữa Lòng Hà Nội-001.jpg,chua_mot_cot,1,Chùa Một Cột,One Pillar Pagoda,224,224,095d8fc1d4defecb70fa1ddb92ac7e20,42844
Chùa Một Cột_ Tuyệt Tác Kiến Trúc Độc Đáo Giữa Lòng Hà Nội.jpg,chua_mot_cot,1,Chùa Một Cột,One Pillar Pagoda,224,224,6468a01c0cc43763e6bcbf48b6750e80,39763
"Chùa Một Cột_ Điểm đến văn hóa, tâm linh nổi tiếng bậc nhất thủ đô.jpg",chua_mot_cot,1,Chùa Một Cột,One Pillar Pagoda,224,224,d9bf438f69751b231fe2ad4f16e33b35,38529
Chùa Một cột - Biểu tượng hữu nghị Việt Nam và Thái Lan ở Khon Kaen _  baotintuc.vn.jpg,chua_mot_cot,1,Chùa Một Cột,One Pillar Pagoda,224,224,37c5c4020bc459b25214be5d1a4d5eb2,18194
Chùa Một cột _ Tạp chí điện tử Thế giới Di sản.jpg,chua_mot_cot,1,Chùa Một Cột,One Pillar Pagoda,224,224,14d77f32c456b39bacfcd550e85cadf8,42007
Có một ngôi chùa Một Cột giữa trời Nam.jpg,chua_mot_cot,1,Chùa Một Cột,One Pillar Pagoda,224,224,23a6c57a6e78da1a3833732c979990d6,30234
Du lịch Chùa Một Cột - Một trong những biểu tượng Hà Nội - BestPrice.jpg,chua_mot_cot,1,Chùa Một Cột,One Pillar Pagoda,224,224,3d473045bfbf52792586729aadad90f5,35372
Giới thiệu về chùa Một Cột _ Cổ tự gần nghìn năm tuổi của Thủ đô.jpg,chua_mot_cot,1,Chùa Một Cột,One Pillar Pagoda,224,224,7e544bddada6ab8c6d935c42dc3a56fe,38401
Góc ký họa_ Chùa Một Cột.jpg,chua_mot_cot,1,Chùa Một Cột,One Pillar Pagoda,224,224,8cb4b45c52d1778520debf191bb8058c,38368
Hướng Dẫn Tham Quan Chùa Một Cột Ở Hà Nội Tự Túc - Klook Blog.jpg,chua_mot_cot,1,Chùa Một Cột,One Pillar Pagoda,224,224,15802ad0fdc6dafb35f9fc6f0e4f1f5d,33371
Khám phá Chùa Một Cột - Ngôi chùa độc đáo nhất Châu Á _ Green SM.jpg,chua_mot_cot,1,Chùa Một Cột,One Pillar Pagoda,224,224,a2930e048d6cb6cd4d90fa1b69bf473f,36549
Lai lịch Chùa Một Cột ở Hà Nội.jpg,chua_mot_cot,1,Chùa Một Cột,One Pillar Pagoda,224,224,cc50fa5385347d6311c537f3ef246e4f,39013
One Pillar Pagoda - A thousand-year-old cultural symbol of Hanoi - YouTube.jpg,chua_mot_cot,1,Chùa Một Cột,One Pillar Pagoda,224,224,2e46157e9b24a60fdd73ac497b78b6d9,32926
"Review Chùa Một Cột Hà Nội_ Địa chỉ, giờ mở cửa, giá vé5_2026.jpg",chua_mot_cot,1,Chùa Một Cột,One Pillar Pagoda,224,224,c332ceb61f6ad1dc57cfbd0357df91f2,37812
Sưu tầm 325+ ảnh vẽ tranh chùa một cột đẹp và ấn tượng.jpg,chua_mot_cot,1,Chùa Một Cột,One Pillar Pagoda,224,224,dc0928498b3817873993939d9c9795b6,31035
"Tải Ngay 30 Mẫu Chùa Một Cột Vector File PNG, JPG Miễn Phí.jpg",chua_mot_cot,1,Chùa Một Cột,One Pillar Pagoda,224,224,a9e053d73948c9648efb56dc898f674f,31719
Tham quan Chùa Một Cột – Công trình chứa đựng niềm tự hào dân tộc-001.jpg,chua_mot_cot,1,Chùa Một Cột,One Pillar Pagoda,224,224,c86230dd054eb3d9b23260acde1a65ad,34088
Tham quan Chùa Một Cột – Công trình chứa đựng niềm tự hào dân tộc.jpg,chua_mot_cot,1,Chùa Một Cột,One Pillar Pagoda,224,224,75d522c45a0596a3161e5b7844d992dc,38867
"Thuyết minh về chùa Một Cột chọn lọc hay nhất, đạt điểm cao.jpg",chua_mot_cot,1,Chùa Một Cột,One Pillar Pagoda,224,224,c70378a77efd4b5f1b7aa2117249955f,36460
Tranh chùa một cột tranh sơn dầu chùa một cột quà tặng - Tranh sơn dầu đẹp Hà  Nội.jpg,chua_mot_cot,1,Chùa Một Cột,One Pillar Pagoda,224,224,0571730e917c8f797ce8860fbced16ff,38953
Tranh sứ Bát Tràng vẽ phong cảnh chùa một cột Hà Nội 135x88cm.jpg,chua_mot_cot,1,Chùa Một Cột,One Pillar Pagoda,224,224,91b9d2b9c250a44f82606d1c3b1a22b8,39548
Tranh đá quý chùa một cột hà nội - Tranh Đá Quý Bảo Sơn.jpg,chua_mot_cot,1,Chùa Một Cột,One Pillar Pagoda,224,224,66c3fff57c5c4c7ac0e907369b1c7f7a,38415
Viếng thăm Chùa Một Cột.jpg,chua_mot_cot,1,Chùa Một Cột,One Pillar Pagoda,224,224,3294a35133385b4fe588dfe3c84cfcb7,35371
chua_mot_cot_0000.jpg,chua_mot_cot,1,Chùa Một Cột,One Pillar Pagoda,224,224,3595db89ef95d5f44cac66d09a49880a,43183
chua_mot_cot_0002.jpg,chua_mot_cot,1,Chùa Một Cột,One Pillar Pagoda,224,224,9d63e1069be50279ffbc609a8924e93f,38863
chua_mot_cot_0004.jpg,chua_mot_cot,1,Chùa Một Cột,One Pillar Pagoda,224,224,29233f05176b89c76f83c13824b3affc,33484
chua_mot_cot_0005.jpg,chua_mot_cot,1,Chùa Một Cột,One Pillar Pagoda,224,224,55c4b4729061e6f19151fdb9d0ae7cb2,33301
chua_mot_cot_0006.jpg,chua_mot_cot,1,Chùa Một Cột,One Pillar Pagoda,224,224,8d4f6472d7cf8cd924117cfdaa443724,41440
chua_mot_cot_0012.jpg,chua_mot_cot,1,Chùa Một Cột,One Pillar Pagoda,224,224,5c70d91c9fcd39882a962cf15627bbd7,40497
chua_mot_cot_0016.jpg,chua_mot_cot,1,Chùa Một Cột,One Pillar Pagoda,224,224,e4beb8f2ee0caf75ad7862f1f87841fc,36433
chua_mot_cot_0018.jpg,chua_mot_cot,1,Chùa Một Cột,One Pillar Pagoda,224,224,980c5eda710265dc90f9b1e23816eaba,34554
chua_mot_cot_0020.jpg,chua_mot_cot,1,Chùa Một Cột,One Pillar Pagoda,224,224,7d40404676985a1c3963a36418392e7e,33561
chua_mot_cot_0021.jpg,chua_mot_cot,1,Chùa Một Cột,One Pillar Pagoda,224,224,e845565ef10131ad4c5eb47c06d386e0,41822
chua_mot_cot_0027.jpg,chua_mot_cot,1,Chùa Một Cột,One Pillar Pagoda,224,224,0013ea6bf2dd21d996ed7a0edc9eccb5,38361
chua_mot_cot_0030.jpg,chua_mot_cot,1,Chùa Một Cột,One Pillar Pagoda,224,224,34554cc4e156b5fa9477dd8497a94c51,39503
chua_mot_cot_0031.jpg,chua_mot_cot,1,Chùa Một Cột,One Pillar Pagoda,224,224,b7ffbf876267a139bec920ccf5db7bd9,30146
chua_mot_cot_0032.jpg,chua_mot_cot,1,Chùa Một Cột,One Pillar Pagoda,224,224,3ca10eba8d91b05abb3bd824d02bbfc5,36861
chua_mot_cot_0034.jpg,chua_mot_cot,1,Chùa Một Cột,One Pillar Pagoda,224,224,2c1d2859df802c27802704abed268a79,39142
chua_mot_cot_0035.jpg,chua_mot_cot,1,Chùa Một Cột,One Pillar Pagoda,224,224,2f1d5555e8465797fcba49d246c45da6,34103
chua_mot_cot_0036.jpg,chua_mot_cot,1,Chùa Một Cột,One Pillar Pagoda,224,224,1d46a9f6b2589e905402a9b259c0ad6f,32875
chua_mot_cot_0038.jpg,chua_mot_cot,1,Chùa Một Cột,One Pillar Pagoda,224,224,6f4cc5a6da510c72d7d9d4f201d2fcf3,28048
chua_mot_cot_0039.jpg,chua_mot_cot,1,Chùa Một Cột,One Pillar Pagoda,224,224,6cbadca6f042e0d374e53ee0cc4081cb,40962
chua_mot_cot_0040.jpg,chua_mot_cot,1,Chùa Một Cột,One Pillar Pagoda,224,224,93ba7cdc8fc019c10098f802870ff84f,36486
chua_mot_cot_0041.jpg,chua_mot_cot,1,Chùa Một Cột,One Pillar Pagoda,224,224,59b8a90b35a25517ecdadd8cb505bbd2,37418
chua_mot_cot_0043.jpg,chua_mot_cot,1,Chùa Một Cột,One Pillar Pagoda,224,224,1bda0c0cc664bc1f8e7c617d1f465822,39459
chua_mot_cot_0044.jpg,chua_mot_cot,1,Chùa Một Cột,One Pillar Pagoda,224,224,8955ed1ff5e9cefd8c573152fd6a962c,39636
chua_mot_cot_0045.jpg,chua_mot_cot,1,Chùa Một Cột,One Pillar Pagoda,224,224,29cacc393a0d9590b95b2e3c8a460d04,35067
chua_mot_cot_0046.jpg,chua_mot_cot,1,Chùa Một Cột,One Pillar Pagoda,224,224,0bb2170ab3e08d64c43f58cfabbf8aaf,39924
chua_mot_cot_0047.jpg,chua_mot_cot,1,Chùa Một Cột,One Pillar Pagoda,224,224,b6c299e3edbeb0f0fb0a4c2068d92716,34173
chua_mot_cot_0048.jpg,chua_mot_cot,1,Chùa Một Cột,One Pillar Pagoda,224,224,46adb6f4de6a53b274eb447594cc31f6,41554
chua_mot_cot_0049.jpg,chua_mot_cot,1,Chùa Một Cột,One Pillar Pagoda,224,224,82e580f1a76d9023b1487f89ec87eba3,33914
chua_mot_cot_0050.jpg,chua_mot_cot,1,Chùa Một Cột,One Pillar Pagoda,224,224,3ccce4145c497f9be81863070ef8b01f,39635
chua_mot_cot_0051.jpg,chua_mot_cot,1,Chùa Một Cột,One Pillar Pagoda,224,224,5b713b995a93860c3ff876394bb1f8e9,33237
chua_mot_cot_0052.jpg,chua_mot_cot,1,Chùa Một Cột,One Pillar Pagoda,224,224,88ee902c31a9ecdfe867bb081e9f8aee,39407
chua_mot_cot_0053.jpg,chua_mot_cot,1,Chùa Một Cột,One Pillar Pagoda,224,224,89b2a87d2f26f077a161eb672d061548,39154
chua_mot_cot_0054.jpg,chua_mot_cot,1,Chùa Một Cột,One Pillar Pagoda,224,224,84555166aff02ae649f2252e80265b22,33624
chua_mot_cot_0055.jpg,chua_mot_cot,1,Chùa Một Cột,One Pillar Pagoda,224,224,d0c785c87e42e07e4009c1a026f288c1,45803
chua_mot_cot_0056.jpg,chua_mot_cot,1,Chùa Một Cột,One Pillar Pagoda,224,224,5688c757af449926ef6a74362e3e31bb,40485
chua_mot_cot_0059.jpg,chua_mot_cot,1,Chùa Một Cột,One Pillar Pagoda,224,224,6dca90edf6a4e1ece30824d7208a2c54,44352
chua_mot_cot_0065.jpg,chua_mot_cot,1,Chùa Một Cột,One Pillar Pagoda,224,224,73b3fc9ef3cd0454c4f0771fc82c0dc5,32158
chua_mot_cot_0066.jpg,chua_mot_cot,1,Chùa Một Cột,One Pillar Pagoda,224,224,189008b1d17939be785af76ca27fd45f,33938
chua_mot_cot_0070.jpg,chua_mot_cot,1,Chùa Một Cột,One Pillar Pagoda,224,224,2047398d7f26faa11ca8a48da4e87327,40969
chua_mot_cot_0071.jpg,chua_mot_cot,1,Chùa Một Cột,One Pillar Pagoda,224,224,df03a4917f4a62da97b38a0aacd77956,35246
chua_mot_cot_0076.jpg,chua_mot_cot,1,Chùa Một Cột,One Pillar Pagoda,224,224,6f30b8fed4f80e45827dc0088547ecee,38522
chua_mot_cot_0077.jpg,chua_mot_cot,1,Chùa Một Cột,One Pillar Pagoda,224,224,51bde1dcc2c5496057507ad44fa13c3f,24946
chua_mot_cot_0079.jpg,chua_mot_cot,1,Chùa Một Cột,One Pillar Pagoda,224,224,6195b6fa22f5b247f0af873e7189d034,33667
chua_mot_cot_0081.jpg,chua_mot_cot,1,Chùa Một Cột,One Pillar Pagoda,224,224,4c8bf006597e2f41843d60b8c9378e49,28732
chua_mot_cot_0082.jpg,chua_mot_cot,1,Chùa Một Cột,One Pillar Pagoda,224,224,51672504c7ac22932a55710dd37dfdf5,39687
chua_mot_cot_0085.jpg,chua_mot_cot,1,Chùa Một Cột,One Pillar Pagoda,224,224,6dd76bc9d3028dac3c86ca2f12ebe64e,38933
chua_mot_cot_0086.jpg,chua_mot_cot,1,Chùa Một Cột,One Pillar Pagoda,224,224,8b1c7054e87f561a89d2cc16635cce55,30982
chua_mot_cot_0087.jpg,chua_mot_cot,1,Chùa Một Cột,One Pillar Pagoda,224,224,d7f16539a46afe105e2b55873f54503a,38042
chua_mot_cot_0088.jpg,chua_mot_cot,1,Chùa Một Cột,One Pillar Pagoda,224,224,68ada7f3afb40b392975a7aeb183084b,36461
chua_mot_cot_0089.jpg,chua_mot_cot,1,Chùa Một Cột,One Pillar Pagoda,224,224,dfc03d1ee14fbc0d3ac5a2d4c3b88b65,36269
chua_mot_cot_0092.jpg,chua_mot_cot,1,Chùa Một Cột,One Pillar Pagoda,224,224,2bc0dbbff25037bcd203541bf3d18797,35813
chua_mot_cot_0094.jpg,chua_mot_cot,1,Chùa Một Cột,One Pillar Pagoda,224,224,088e473669decd8bb51e8f911ddaa1f1,39870
chua_mot_cot_0159.jpg,chua_mot_cot,1,Chùa Một Cột,One Pillar Pagoda,224,224,234855bccc2a27c5249c13f1904ce396,32102
chua_mot_cot_aug_00120.jpg,chua_mot_cot,1,Chùa Một Cột,One Pillar Pagoda,224,224,ad643e7123d916c7c9de492b437c1d41,28355
chua_mot_cot_aug_00121.jpg,chua_mot_cot,1,Chùa Một Cột,One Pillar Pagoda,224,224,e5eb141ca677131fce47d3fb6fdd8369,18424
chua_mot_cot_aug_00122.jpg,chua_mot_cot,1,Chùa Một Cột,One Pillar Pagoda,224,224,b671d3a9ece640874ed455c4d375cbbc,38120
chua_mot_cot_aug_00123.jpg,chua_mot_cot,1,Chùa Một Cột,One Pillar Pagoda,224,224,b5dae66e3f2c0b4ffc450fcaae55f98d,19374
chua_mot_cot_aug_00124.jpg,chua_mot_cot,1,Chùa Một Cột,One Pillar Pagoda,224,224,b85900d42373a7c089c56d11de80a1b5,23062
chua_mot_cot_aug_00125.jpg,chua_mot_cot,1,Chùa Một Cột,One Pillar Pagoda,224,224,4bd56a18a3ce72d389e1fd0514d19a74,24186
chua_mot_cot_aug_00126.jpg,chua_mot_cot,1,Chùa Một Cột,One Pillar Pagoda,224,224,94e7011813c7df2cf34e1a8c417c80f1,34828
chua_mot_cot_aug_00127.jpg,chua_mot_cot,1,Chùa Một Cột,One Pillar Pagoda,224,224,9f1017311544377ce6104b3bce7941a6,37381
chua_mot_cot_aug_00128.jpg,chua_mot_cot,1,Chùa Một Cột,One Pillar Pagoda,224,224,c779807f780afc68f8b159d7263f9489,21294
chua_mot_cot_aug_00129.jpg,chua_mot_cot,1,Chùa Một Cột,One Pillar Pagoda,224,224,71cbe0233f804dcefd1a79419f2c8a63,22894
chua_mot_cot_aug_00130.jpg,chua_mot_cot,1,Chùa Một Cột,One Pillar Pagoda,224,224,b3b5d238a076c22c5362549a6f8a5fdb,20410
chua_mot_cot_aug_00131.jpg,chua_mot_cot,1,Chùa Một Cột,One Pillar Pagoda,224,224,2056929d73374ffeddf344544f48b886,22957
chua_mot_cot_aug_00132.jpg,chua_mot_cot,1,Chùa Một Cột,One Pillar Pagoda,224,224,8a60fd9bebce909189f644aa9f6e680a,24150
chua_mot_cot_aug_00133.jpg,chua_mot_cot,1,Chùa Một Cột,One Pillar Pagoda,224,224,2dc1a687f1de20875c845ab421017e09,21935
chua_mot_cot_aug_00134.jpg,chua_mot_cot,1,Chùa Một Cột,One Pillar Pagoda,224,224,53d3ee29b8628becbbad560b9798dc0c,29307
chua_mot_cot_aug_00135.jpg,chua_mot_cot,1,Chùa Một Cột,One Pillar Pagoda,224,224,6d44b3f466a9ee7cff984aedff88042b,38135
chua_mot_cot_aug_00136.jpg,chua_mot_cot,1,Chùa Một Cột,One Pillar Pagoda,224,224,87f6d3671f4495d2e4741f8c0c0ac9be,28017
chua_mot_cot_aug_00137.jpg,chua_mot_cot,1,Chùa Một Cột,One Pillar Pagoda,224,224,338196b2423cbb5edacdd15281eef152,31415
chua_mot_cot_aug_00138.jpg,chua_mot_cot,1,Chùa Một Cột,One Pillar Pagoda,224,224,1ad298390927c629592e7ef9ac488bdb,30461
chua_mot_cot_aug_00139.jpg,chua_mot_cot,1,Chùa Một Cột,One Pillar Pagoda,224,224,399d85f747f29432af348b0af8bee971,37939
chua_mot_cot_aug_00140.jpg,chua_mot_cot,1,Chùa Một Cột,One Pillar Pagoda,224,224,42b8faf3426da9b272343aaf9c938261,31060
chua_mot_cot_aug_00141.jpg,chua_mot_cot,1,Chùa Một Cột,One Pillar Pagoda,224,224,6803adf16df53d5a2915ab03e837942a,31370
chua_mot_cot_aug_00142.jpg,chua_mot_cot,1,Chùa Một Cột,One Pillar Pagoda,224,224,30720b5780c878afd5bf180f867fdff1,30021
chua_mot_cot_aug_00143.jpg,chua_mot_cot,1,Chùa Một Cột,One Pillar Pagoda,224,224,20c5b41d1a146ab9823521628b88a895,34133
chua_mot_cot_aug_00144.jpg,chua_mot_cot,1,Chùa Một Cột,One Pillar Pagoda,224,224,ab9d4c0cd6c81f65e6585ebd1d38f790,23273
chua_mot_cot_aug_00145.jpg,chua_mot_cot,1,Chùa Một Cột,One Pillar Pagoda,224,224,15ee911b5a284bfa8e5399ebc5faa65a,25601
chua_mot_cot_aug_00146.jpg,chua_mot_cot,1,Chùa Một Cột,One Pillar Pagoda,224,224,8a6d9941f4cb770430849b815d70b587,17356
chua_mot_cot_aug_00147.jpg,chua_mot_cot,1,Chùa Một Cột,One Pillar Pagoda,224,224,f6c679c1d3481166ebb827355c226715,29858
chua_mot_cot_aug_00148.jpg,chua_mot_cot,1,Chùa Một Cột,One Pillar Pagoda,224,224,b226152f947e36ccefd7dc3a0253e39a,22813
chua_mot_cot_aug_00149.jpg,chua_mot_cot,1,Chùa Một Cột,One Pillar Pagoda,224,224,87290def65ccef5ea0bee9821db73028,27574
chua_mot_cot_aug_00150.jpg,chua_mot_cot,1,Chùa Một Cột,One Pillar Pagoda,224,224,995fc869e2f5fdfcf6f5c2ba0b50e669,28006
chua_mot_cot_aug_00151.jpg,chua_mot_cot,1,Chùa Một Cột,One Pillar Pagoda,224,224,91e0d62ea6dc89959ddf7004063960aa,38806
chua_mot_cot_aug_00152.jpg,chua_mot_cot,1,Chùa Một Cột,One Pillar Pagoda,224,224,a9819c951730e8b29716a28a8b95cbbc,18478
chua_mot_cot_aug_00153.jpg,chua_mot_cot,1,Chùa Một Cột,One Pillar Pagoda,224,224,b1d870a612f523c189d11d9c70a3f0c2,27396
chua_mot_cot_aug_00154.jpg,chua_mot_cot,1,Chùa Một Cột,One Pillar Pagoda,224,224,b2935cc215ecda715a2a2fd5af378796,29643
chua_mot_cot_aug_00155.jpg,chua_mot_cot,1,Chùa Một Cột,One Pillar Pagoda,224,224,b8d1c9a344062b26030dc08e0c776c6c,42285
chua_mot_cot_aug_00156.jpg,chua_mot_cot,1,Chùa Một Cột,One Pillar Pagoda,224,224,6c3300080e61478f5ea8e1ce3e2f19f3,23838
chua_mot_cot_aug_00157.jpg,chua_mot_cot,1,Chùa Một Cột,One Pillar Pagoda,224,224,ae7007124c638887ccc9e7e426a48c95,32636
chua_mot_cot_aug_00158.jpg,chua_mot_cot,1,Chùa Một Cột,One Pillar Pagoda,224,224,f2c8f46c1afe3cfea68d23d6dbdd8ddb,35639
chua_mot_cot_aug_00159.jpg,chua_mot_cot,1,Chùa Một Cột,One Pillar Pagoda,224,224,4904f259b3790af77731bd5867733199,25848
chua_mot_cot_aug_00160.jpg,chua_mot_cot,1,Chùa Một Cột,One Pillar Pagoda,224,224,2ccabd5207d0fd6c2d01d19086ed4a65,37205
chua_mot_cot_aug_00161.jpg,chua_mot_cot,1,Chùa Một Cột,One Pillar Pagoda,224,224,6cd2eb212822abe29f6a7ddb643ec3eb,39469
chua_mot_cot_aug_00162.jpg,chua_mot_cot,1,Chùa Một Cột,One Pillar Pagoda,224,224,7ff400aafa8c9dc85e986550e708c0b6,19276
chua_mot_cot_aug_00163.jpg,chua_mot_cot,1,Chùa Một Cột,One Pillar Pagoda,224,224,9fac2f4f63f3a04b00cc13d7455cf7d1,33849
chua_mot_cot_aug_00164.jpg,chua_mot_cot,1,Chùa Một Cột,One Pillar Pagoda,224,224,5a1c605d446f0eaf0fab189c6de2b4cb,27191
chua_mot_cot_aug_00165.jpg,chua_mot_cot,1,Chùa Một Cột,One Pillar Pagoda,224,224,242ea9be8872c76de7cb4897022dc9d0,30129
chua_mot_cot_aug_00166.jpg,chua_mot_cot,1,Chùa Một Cột,One Pillar Pagoda,224,224,2f24769c4ca04b374d22548b28e94102,35004
chua_mot_cot_aug_00167.jpg,chua_mot_cot,1,Chùa Một Cột,One Pillar Pagoda,224,224,02d76de381fd35d663e6ba05a64e0f2e,32375
chua_mot_cot_aug_00168.jpg,chua_mot_cot,1,Chùa Một Cột,One Pillar Pagoda,224,224,7a2b59c6d92ed956f36931be71f74879,36901
chua_mot_cot_aug_00169.jpg,chua_mot_cot,1,Chùa Một Cột,One Pillar Pagoda,224,224,76a563417b248d5fb55bcddbb56efd27,20260
chua_mot_cot_aug_00170.jpg,chua_mot_cot,1,Chùa Một Cột,One Pillar Pagoda,224,224,5998230ab324490a6d5e54ba8a40065c,23124
chua_mot_cot_aug_00171.jpg,chua_mot_cot,1,Chùa Một Cột,One Pillar Pagoda,224,224,d102f404ff2fc5c4c38d012263c49d2c,21896
chua_mot_cot_aug_00172.jpg,chua_mot_cot,1,Chùa Một Cột,One Pillar Pagoda,224,224,05d9452569fa5108d790c1af9f7a98b5,16450
